position,song,artist
1,PLEASE PLEASE PLEASE,SABRINA CARPENTER
2,GOOD LUCK BABE,CHAPPELL ROAN
3,BIRDS OF A FEATHER,BILLIE EILISH
4,STARGAZING,MYLES SMITH
5,AUSTIN,DASHA
6,HOUDINI,EMINEM
7,KISSES,BL3SS/CAMRINWATSIN/BBYCLOSE
8,ESPRESSO,SABRINA CARPENTER
9,NOT LIKE US,KENDRICK LAMAR
10,A BAR SONG (TIPSY),SHABOOZEY
11,WHO,JIMIN
12,360,CHARLI XCX
13,ANGEL OF MY DREAMS,JADE
14,APPLE,CHARLI XCX
15,KEHLANI,JORDAN ADETUNJI
16,SLOW IT DOWN,BENSON BOONE
17,BAND4BAND,CENTRAL CEE FT LIL BABY
18,MOVE,ADAM PORT/STRYV/KEINEMUSIK
19,TOO SWEET,HOZIER
20,I DON'T WANNA WAIT,DAVID GUETTA & ONEREPUBLIC
21,DID IT FIRST,ICE SPICE/CENTRAL CEE
22,BEAUTIFUL THINGS,BENSON BOONE
23,HOT TO GO,CHAPPELL ROAN
24,THE DOOR,TEDDY SWIMS
25,HAPPIER,BLESSED MADONNA/DOUGLAS
26,GUY FOR THAT,POST MALONE FT LUKE COMBS
27,I CAN DO IT WITH A BROKEN HEART,TAYLOR SWIFT
28,I HAD SOME HELP,POST MALONE/MORGAN WALLEN
29,LOSE CONTROL,TEDDY SWIMS
30,BYE BYE BYE,NSYNC
31,FEELSLIKEIMFALLINGINLOVE,COLDPLAY
32,STICK SEASON,NOAH KAHAN
33,NIGHTS LIKE THIS,KID LAROI
34,GEN Z LUV,CENTRAL CEE
35,DANCING IN THE DARK,BRUCE SPRINGSTEEN
36,FREE,CALVIN HARRIS/ELLIE GOULDING
37,BIRDS IN THE SKY,NEWERA
38,RED WINE SUPERNOVA,CHAPPELL ROAN
39,SET MY HEART ON FIRE,MAJESTIC/JAMMIN KID/CELINE
40,MISSES,DOMINIC FIKE
