position,song,artist
1,SURVIVE,LEWIS CAPALDI
2,DIOR,MK FT CHRYSTAL
3,MANCHILD,SABRINA CARPENTER
4,LOVE ME NOT,RAVYN LENAE
5,PINK PONY CLUB,CHAPPELL ROAN
6,VICTORY LAP,FRED AGAIN/SKEPTA/PLAQUEBOYMAX
7,BLESSINGS,CALVIN HARRIS/DOUGLAS
8,ORDINARY,ALEX WARREN
9,SAPPHIRE,ED SHEERAN
10,FAMILY MATTERS,SKYE NEWMAN
11,BACK TO FRIENDS,SOMBR
12,REIN ME IN,SAM FENDER & OLIVIA DEAN
13,BEAUTIFUL THINGS,BENSON BOONE
14,JUST KEEP WATCHING,TATE MCRAE
15,NICE TO EACH OTHER,OLIVIA DEAN
16,MYSTICAL MAGICAL,BENSON BOONE
17,AZIZAM,ED SHEERAN
18,SHAKE IT TO THE MAX (FLY),MOLIY & SILENT ADDY
19,ONE THING,LOLA YOUNG
20,CAN'T DECIDE,MAX DEAN/LOCKY/LUKE DEAN
21,NICE TO MEET YOU,MYLES SMITH
22,ILLEGAL,PINKPANTHERESS
23,NO BROKE BOYS,DISCO LINES & TINASHE
24,BLOODLINE,ALEX WARREN FT JELLY ROLL
25,THE GLEN,LEVI HERON
26,PARTY 4 U,CHARLI XCX
27,SAY MY NAME,MORGAN SEATREE
28,HIGH ON ME,ROSSI/JAZZY
29,UNDRESSED,SOMBR
30,MESSY,LOLA YOUNG
31,GOLDEN,HUNTR/X/EJAE/AUDREY NUNA/REI
32,ROCK THAT BODY,BLACK EYED PEAS
33,FAME IS A GUN,ADDISON RAE
34,YOUR IDOL,SAJA BOYS/ANDREW CHOI/NECKWAV
35,WHAT WAS THAT,LORDE
36,SHOW ME LOVE,WIZTHEMC/BEES & HONEY
37,ON MY MIND,ALEX WARREN FT ROSE
38,APT,ROSE & BRUNO MARS
39,THAT'S SO TRUE,GRACIE ABRAMS
40,HOW IT'S DONE,HUNTR/X/EJAE/AUDREY NUNA/REI
