position,song,artist
1,GOLDEN,HUNTR/X/EJAE/AUDREY NUNA/REI
2,MAN I NEED,OLIVIA DEAN
3,SODA POP,SAJA BOYS/ANDREW CHOI/NECKWAV
4,TEARS,SABRINA CARPENTER
5,YOUR IDOL,SAJA BOYS/ANDREW CHOI/NECKWAV
6,NICE TO EACH OTHER,OLIVIA DEAN
7,12 TO 12,SOMBR
8,MANCHILD,SABRINA CARPENTER
9,WHEN DID YOU GET HOT,SABRINA CARPENTER
10,REIN ME IN,SAM FENDER & OLIVIA DEAN
11,ORDINARY,ALEX WARREN
12,THE SUBWAY,CHAPPELL ROAN
13,THE DEAD DANCE,LADY GAGA
14,NO BROKE BOYS,DISCO LINES & TINASHE
15,ETERNITY,ALEX WARREN
16,CAMERA,ED SHEERAN
17,DIVE,OLIVIA DEAN
18,BACK TO FRIENDS,SOMBR
19,YELLOW,COLDPLAY
20,SPARKS,COLDPLAY
21,BREAKIN' DISHES,RIHANNA
22,FEEL GOOD INC,GORILLAZ
23,WHICH ONE,DRAKE & CENTRAL CEE
24,TAKEDOWN,TWICE
25,WGFT,GUNNA & BURNA BOY
26,VIVA LA VIDA,COLDPLAY
27,LOVE ME NOT,RAVYN LENAE
28,SAPPHIRE,ED SHEERAN
29,DAISIES,JUSTIN BIEBER
30,UNDRESSED,SOMBR
31,PINK PONY CLUB,CHAPPELL ROAN
32,A LITTLE MORE,ED SHEERAN
33,FOLDED,KEHLANI
34,STRATEGY,TWICE
35,DIOR,MK FT CHRYSTAL
36,JEALOUS TYPE,DOJA CAT
37,SUGAR ON MY TONGUE,TYLER THE CREATOR
38,BEAUTIFUL THINGS,BENSON BOONE
39,GABRIELA,KATSEYE
40,MESSY,LOLA YOUNG
